,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight,mask
308,360,150.1487409,0.2159,-54.78438955,0.203,5.26018e+18,0.4322,0.258,-4.487,0.434,3.526,0.383,0,490.37,1.0557,18.9621,0.0023,214.32,9.8644,19.5237,0.05,584.28,10.481,17.8454,0.0195,1.6783,,,,,,,,IN,5,4
309,369,150.1525878,0.1544,-54.78450268,0.1525,5.26018e+18,0.0641,0.188,-4.239,0.322,2.963,0.309,0,665.38,1.2229,18.6307,0.002,305.29,6.6146,19.1396,0.0235,630.17,8.0005,17.7633,0.0138,1.3763,,,,,,,,IN,5,-1
310,377,150.1602715,0.2174,-54.78491571,0.2087,5.26018e+18,0.0346,0.2709,-3.578,0.427,3.196,0.366,0,486.59,1.2172,18.9705,0.0027,259.52,7.3011,19.316,0.0305,537.63,9.982,17.9357,0.0202,1.3802,,,,,,,,IN,5,4
311,289,150.2003984,0.1914,-54.78530506,0.1701,5.26018e+18,0.4424,0.2214,-7.805,0.379,5.327,0.337,0,527.3,1.1418,18.8832,0.0024,207.72,6.5087,19.5577,0.034,544.82,10.254,17.9213,0.0204,1.6364,,,,,,,,IN,5,-1
312,248,150.1778025,0.6294,-54.78549561,0.5098,5.26018e+18,0.1767,0.3871,-4.419,1.42,2.151,1.061,0,506.81,1.7911,18.9262,0.0038,,,,,,,,,,,,,,,,,IN,5,-1
313,250,150.1749133,0.177,-54.7856237,0.1745,5.26018e+18,0.1203,0.2148,-3.936,0.366,3.206,0.342,0,563.42,1.1389,18.8113,0.0022,397.88,6.7937,18.852,0.0185,677.2,22.891,17.6851,0.0367,1.1669,,,,,,,,IN,5,-1
314,397,150.1647333,0.2027,-54.78589841,0.1858,5.26018e+18,-0.6791,0.244,-4.264,0.409,2.579,0.378,0,529.24,1.2808,18.8792,0.0026,338.63,17.34,19.0271,0.0556,682.65,25.963,17.6764,0.0413,1.3506,,,,,,,,IN,5,-1
315,374,150.1623233,0.1962,-54.78622234,0.1885,5.26018e+18,0.3699,0.2394,-4.339,0.395,2.369,0.35,0,541.79,1.1661,18.8538,0.0023,254.1,7.8948,19.3389,0.0337,544.93,9.7406,17.9211,0.0194,1.4178,,,,,,,,IN,5,-1
316,87,150.1298101,0.2386,-54.78661963,0.2737,5.26018e+18,0.3113,0.257,-4.189,0.473,3.015,0.571,0,482.97,1.2114,18.9786,0.0027,180.33,10.644,19.7112,0.0641,485.18,9.169,18.0472,0.0205,1.6641,,,,,,,,IN,5,-1
317,189,150.1684284,0.1916,-54.78893079,0.1768,5.26018e+18,-0.0552,0.2283,-5.651,0.38,3.129,0.334,0,558.0,2.0381,18.8218,0.004,,,,,,,,,,,,,,,,,IN,5,-1
319,348,150.1590386,0.1852,-54.7902073,0.1772,5.26018e+18,-0.001,0.2188,-3.918,0.389,2.984,0.373,0,568.78,1.0319,18.801,0.002,286.11,7.6431,19.2101,0.029,579.31,11.163,17.8546,0.0209,1.3554,,,,,,,,IN,5,-1
320,227,150.1790085,0.1673,-54.79026706,0.1663,5.26018e+18,0.1227,0.1994,-5.251,0.344,2.91,0.324,0,568.15,1.0767,18.8022,0.0021,270.78,13.808,19.2699,0.0554,683.9,12.22,17.6744,0.0194,1.5954,,,,,,,,IN,5,-1
321,245,150.189295,0.2043,-54.79038704,0.2026,5.26018e+18,-0.0375,0.2603,-3.553,0.404,3.263,0.349,0,480.47,1.1652,18.9842,0.0026,229.44,9.4498,19.4497,0.0447,489.84,9.3324,18.0368,0.0207,1.413,,,,,,,,IN,5,-1
322,195,150.1726235,0.1853,-54.79148728,0.1737,5.26018e+18,-0.0634,0.2229,-3.931,0.37,2.273,0.336,0,568.33,1.3173,18.8019,0.0025,287.54,14.643,19.2046,0.0553,760.09,42.04,17.5598,0.0601,1.6449,,,,,,,,IN,5,-1
324,95,150.1444829,0.1678,-54.79185501,0.1558,5.26018e+18,-0.0005,0.2008,-4.567,0.34,3.8,0.3,0,606.03,1.0972,18.7321,0.002,183.37,6.2004,19.6931,0.0367,749.68,12.038,17.5747,0.0174,2.1183,,,,,,,,IN,5,-1
325,354,150.1590961,0.226,-54.79217,0.2154,5.26018e+18,0.1422,0.2675,-5.083,0.466,2.907,0.416,0,484.15,1.3126,18.9759,0.0029,309.6,8.8769,19.1244,0.0311,813.59,29.758,17.4859,0.0397,1.6385,,,,,,,,IN,5,4
326,96,150.1449803,0.1882,-54.79279162,0.1743,5.26018e+18,0.1896,0.2242,-4.193,0.377,2.678,0.336,0,534.22,1.3049,18.8691,0.0027,222.65,7.6896,19.4823,0.0375,563.0,9.4719,17.8856,0.0183,1.5967,,,,,,,,IN,5,4
327,137,150.1351143,0.1723,-54.79365394,0.1604,5.26018e+18,0.3861,0.2167,-3.837,0.356,3.122,0.283,0,664.35,1.3678,18.6324,0.0022,441.86,15.89,18.7382,0.039,909.46,28.477,17.365,0.034,1.3732,,,,,,,,IN,5,-1
328,266,150.1728039,0.2493,-54.79458966,0.2222,5.26018e+18,-0.1199,0.3042,-4.689,0.55,2.549,0.409,0,474.19,1.9219,18.9985,0.0044,350.73,23.54,18.989,0.0729,1293.9,141.56,16.9822,0.1188,2.0068,,,,,,,,IN,5,4
330,100,150.1452735,0.2099,-54.79496538,0.1912,5.26018e+18,0.1612,0.2391,-4.684,0.413,2.588,0.373,0,489.18,1.1465,18.9647,0.0025,214.54,7.413,19.5226,0.0375,505.14,9.545,18.0034,0.0205,1.5192,,,,,,,,IN,5,-1
331,163,150.1841755,0.1657,-54.7949854,0.1525,5.26018e+18,0.1213,0.1914,-5.737,0.347,3.908,0.299,0,665.36,1.1882,18.6307,0.0019,250.82,10.024,19.353,0.0434,701.76,7.1724,17.6464,0.0111,1.7065,,,,,,,,IN,5,-1
332,193,150.1869621,0.16,-54.79626323,0.1518,5.26018e+18,0.1174,0.1895,-10.054,0.33,3.496,0.29,0,635.55,1.2303,18.6805,0.0021,248.53,7.6491,19.363,0.0334,657.83,6.801,17.7166,0.0112,1.6463,,,,,,,,IN,5,4
335,142,150.2008321,0.177,-54.79912307,0.1707,5.26018e+18,-0.6371,0.2152,-5.076,0.349,2.938,0.297,0,617.43,1.0373,18.7119,0.0018,237.75,7.8513,19.4111,0.0359,659.88,7.3513,17.7133,0.0121,1.6978,,,,,,,,IN,5,-1
336,258,150.1663576,0.18,-54.80113398,0.1793,5.26018e+18,0.4934,0.2271,-5.222,0.362,3.898,0.329,0,596.58,1.1588,18.7492,0.0021,339.0,17.108,19.0259,0.0548,839.65,37.081,17.4517,0.0479,1.5742,,,,,,,,IN,5,-1
337,42,150.1659221,0.244,-54.80141202,0.2405,5.26018e+18,0.4235,0.3128,-4.005,0.486,2.539,0.402,0,491.65,1.6086,18.9592,0.0036,,,,,,,,,,,,,,,,,IN,5,-1
340,89,150.1510921,0.2153,-54.80245459,0.1951,5.26018e+18,0.893,0.2468,-8.798,0.413,5.529,0.358,0,487.99,1.3223,18.9673,0.0029,145.53,7.6265,19.944,0.0569,552.48,8.1096,17.9061,0.0159,2.0379,,,,,,,,IN,5,4
342,168,150.1814474,0.1968,-54.80825666,0.1767,5.26018e+18,0.2434,0.2368,-4.354,0.389,3.743,0.331,1,520.26,1.0356,18.8978,0.0022,213.53,8.992,19.5278,0.0457,513.1,17.184,17.9864,0.0364,1.5414,,,,,,,,IN,5,-1
344,253,150.1929088,0.4023,-54.81253221,0.5014,5.26018e+18,-0.2366,0.4734,-3.723,0.728,0.965,0.975,1,526.45,3.74,18.885,0.0077,551.82,60.159,18.4969,0.1184,913.84,9.2771,17.3597,0.011,1.1372,,,,,,,,IN,5,-1
318,349,150.1546836,0.2011,-54.78899402,0.1789,5.26018e+18,0.033,0.2222,-7.174,0.439,1.661,0.356,0,638.83,1.5034,18.6749,0.0026,375.93,14.389,18.9136,0.0416,989.39,18.417,17.2735,0.0202,1.6401,,,,,,,,IN,5,0
343,126,150.1353381,0.1809,-54.81190682,0.1662,5.26018e+18,0.7571,0.2105,-5.356,0.358,4.036,0.315,0,577.6,1.0882,18.7843,0.002,219.89,23.88,19.4959,0.1179,648.15,11.868,17.7327,0.0199,1.7631,,,,,,,,IN,5,0
280,426,150.1416752,0.3068,-54.76625148,0.3194,5.26018e+18,-0.1461,0.3836,-3.386,0.659,3.28,0.617,0,527.14,1.5802,18.8835,0.0033,194.76,8.4097,19.6276,0.0469,575.77,11.244,17.8613,0.0212,1.7663,,,,,,,,IN,5,1
281,443,150.1748717,0.1516,-54.76685733,0.1449,5.26018e+18,0.4566,0.1778,-2.207,0.311,4.69,0.273,0,648.81,1.2791,18.6581,0.0021,243.54,8.0404,19.385,0.0358,655.53,9.4193,17.7204,0.0156,1.6645,,,,,,,,IN,5,1
283,421,150.1370789,0.1606,-54.76754941,0.1618,5.26018e+18,0.1278,0.1987,-3.655,0.336,3.042,0.32,0,599.68,1.3768,18.7436,0.0025,262.62,7.2724,19.3031,0.0301,567.76,6.7044,17.8765,0.0128,1.4266,,,,,,,,IN,5,1
282,279,150.2108057,0.1564,-54.76698021,0.1542,5.26018e+18,0.3736,0.1907,-6.806,0.33,8.353,0.276,0,660.4,1.2076,18.6389,0.002,224.24,7.8877,19.4746,0.0382,695.04,10.085,17.6569,0.0158,1.8177,,,,,,,,IN,5,2
284,304,150.2113573,0.239,-54.76794006,0.2312,5.26018e+18,0.4275,0.2878,-2.436,0.429,2.424,0.348,1,634.18,1.8458,18.6828,0.0032,131.73,30.685,20.0522,0.2529,890.85,23.744,17.3874,0.0289,2.6648,,,,,,,,IN,5,2
285,281,150.2117589,0.2469,-54.76882432,0.2329,5.26018e+18,0.4364,0.2521,-2.188,0.566,-0.329,0.457,0,620.49,2.2663,18.7065,0.004,,,,,,,,,,,,,,,,,IN,5,2
290,391,150.1467473,9.0385,-54.77523139,10.8469,5.26018e+18,,,,,,,0,656.44,2.2883,18.6454,0.0038,,,,,,,,,,,,,,,,,IN,5,2
297,151,150.1803361,0.1828,-54.77773054,0.1769,5.26018e+18,0.2713,0.2138,-4.629,0.385,3.041,0.349,0,539.05,1.2151,18.8593,0.0024,257.4,7.7809,19.3249,0.0328,541.96,11.262,17.927,0.0226,1.3979,,,,,,,,IN,5,2
323,102,150.138798,0.2181,-54.79180007,0.2134,5.26018e+18,-0.9587,0.2561,-4.413,0.432,2.417,0.382,0,553.76,1.2879,18.8301,0.0025,262.95,9.5058,19.3017,0.0392,553.85,9.636,17.9034,0.0189,1.3983,,,,,,,,IN,5,2
329,371,150.1568413,0.2676,-54.79488662,0.2943,5.26018e+18,0.8427,0.3413,-5.124,0.567,2.262,0.529,0,507.18,2.4409,18.9255,0.0052,,,,,,,,,,,,,,,,,IN,5,2
333,155,150.2085885,0.2093,-54.7977366,0.1859,5.26018e+18,0.4741,0.2427,-6.546,0.398,2.421,0.329,0,511.16,1.1214,18.917,0.0024,206.06,6.6576,19.5664,0.0351,516.7,8.0534,17.9788,0.0169,1.5876,,,,,,,,IN,5,2
338,73,150.1443907,0.1868,-54.80199543,0.1771,5.26018e+18,0.1756,0.2308,-3.41,0.375,1.86,0.328,0,613.85,1.2914,18.7182,0.0023,251.32,8.399,19.3508,0.0363,706.86,10.416,17.6386,0.016,1.7122,,,,,,,,IN,5,2
345,45,150.1706787,0.18,-54.81374942,0.162,5.26018e+18,0.3411,0.2061,-9.12,0.35,-0.407,0.297,0,602.79,1.1067,18.7379,0.002,231.98,29.287,19.4378,0.1371,573.33,7.4742,17.8659,0.0142,1.5719,,,,,,,,IN,5,2
279,423,150.1482639,0.1852,-54.76576972,0.2125,5.26018e+18,0.1246,0.2351,-6.686,0.415,3.516,0.388,0,575.82,3.3792,18.7876,0.0064,,,,,,,,,,,,,,,,,IN,5,3
286,291,150.2098293,0.1704,-54.76995014,0.1657,5.26018e+18,0.5166,0.2033,9.083,0.35,-0.763,0.315,0,551.24,1.1161,18.835,0.0022,213.69,8.0276,19.5269,0.0408,562.42,8.3488,17.8868,0.0161,1.6401,,,,,,,,IN,5,3
287,390,150.1363855,0.2074,-54.77049555,0.1963,5.26018e+18,0.3457,0.2498,-4.144,0.42,2.036,0.361,0,474.68,1.1771,18.9974,0.0027,,,,,,,,,,,,,,,,,IN,5,3
298,365,150.1587532,0.1968,-54.77774044,0.2203,5.26018e+18,0.1836,0.2431,-4.276,0.389,3.06,0.397,0,540.7,1.2805,18.856,0.0026,255.21,8.3603,19.3341,0.0356,535.11,7.8714,17.9408,0.016,1.3933,,,,,,,,IN,5,3
303,337,150.1686294,0.1985,-54.77903723,0.1986,5.26018e+18,-0.0108,0.2368,-2.73,0.419,2.986,0.387,0,577.5,1.2445,18.7845,0.0023,210.98,12.888,19.5408,0.0663,820.21,12.695,17.4771,0.0168,2.0637,,,,,,,,IN,5,3
334,130,150.1424819,0.2163,-54.7980326,0.2008,5.26018e+18,0.1724,0.2601,-6.029,0.44,4.129,0.41,0,651.08,1.3598,18.6543,0.0023,282.65,6.5803,19.2233,0.0253,704.8,10.583,17.6417,0.0163,1.5815,,,,,,,,IN,5,3
339,269,150.1841374,0.2038,-54.80208214,0.1757,5.26018e+18,-0.0338,0.2271,-4.745,0.403,2.572,0.357,0,593.77,1.1535,18.7543,0.0021,269.49,8.5902,19.275,0.0346,631.98,8.3883,17.7602,0.0144,1.5149,,,,,,,,IN,5,3
341,64,150.1631941,0.1748,-54.80500973,0.1604,5.26018e+18,0.168,0.2039,-3.884,0.347,2.811,0.299,0,653.64,1.3193,18.65,0.0022,305.14,11.197,19.1401,0.0398,648.16,8.834,17.7327,0.0148,1.4074,,,,,,,,IN,5,3
